combo,case_id,region,degradation,det_iou,ocr_text,gt_text,exact_match,char_acc,det_latency_ms,ocr_latency_ms,total_latency_ms
best-available (yolo-v9-s-608 + cct-s-v2),us_12c6cb72-3ea3-49e7-b381-e0cdfc5e8960,us,jpeg_compression,0.883,OSG719,0SG719,False,0.833,158.15,19.8,177.94
best-available (yolo-v9-s-608 + cct-s-v2),us_12c6cb72-3ea3-49e7-b381-e0cdfc5e8960,us,under_exposure,0.911,OSG719,0SG719,False,0.833,214.66,22.43,237.09
best-available (yolo-v9-s-608 + cct-s-v2),us_12c6cb72-3ea3-49e7-b381-e0cdfc5e8960,us,over_exposure,0.91,OSG719,0SG719,False,0.833,163.34,22.2,185.55
best-available (yolo-v9-s-608 + cct-s-v2),us_12c6cb72-3ea3-49e7-b381-e0cdfc5e8960,us,perspective,0.697,OSG719,0SG719,False,0.833,124.59,17.97,142.56
best-available (yolo-v9-s-608 + cct-s-v2),us_12c6cb72-3ea3-49e7-b381-e0cdfc5e8960,us,combined_hard,0.0,,0SG719,False,0.0,159.37,21.17,180.54
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_072,eu,clean,0.814,4B39376,4B39376,True,1.0,131.77,20.93,152.7
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_072,eu,motion_blur,0.678,AA389H,4B39376,False,0.143,125.42,23.03,148.45
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_072,eu,defocus_blur,0.0,,4B39376,False,0.0,148.15,18.18,166.33
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_072,eu,low_res,0.0,11111,4B39376,False,0.0,159.07,22.3,181.37
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_072,eu,noise,0.814,4B39376,4B39376,True,1.0,157.96,17.56,175.51
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_072,eu,jpeg_compression,0.85,4B39376,4B39376,True,1.0,144.92,21.55,166.47
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_072,eu,under_exposure,0.814,4B39376,4B39376,True,1.0,164.83,18.16,182.98
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_072,eu,over_exposure,0.814,4B39376,4B39376,True,1.0,142.26,24.01,166.27
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_072,eu,perspective,0.525,4B39376,4B39376,True,1.0,146.11,23.11,169.22
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_072,eu,combined_hard,0.705,SSA975,4B39376,False,0.286,126.07,21.45,147.52
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_057,eu,clean,0.894,RK300AS,RK300AS,True,1.0,156.61,19.12,175.74
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_057,eu,motion_blur,0.0,KF3001,RK300AS,False,0.429,145.86,20.91,166.77
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_057,eu,defocus_blur,0.666,,RK300AS,False,0.0,154.82,21.57,176.39
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_057,eu,low_res,0.0,HHH1111,RK300AS,False,0.0,165.57,32.48,198.05
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_057,eu,noise,0.902,RK300AS,RK300AS,True,1.0,150.69,22.76,173.45
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_057,eu,jpeg_compression,0.885,RK300AS,RK300AS,True,1.0,163.08,22.32,185.4
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_057,eu,under_exposure,0.894,RK300AS,RK300AS,True,1.0,179.8,16.9,196.71
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_057,eu,over_exposure,0.828,RK300AS,RK300AS,True,1.0,122.34,18.63,140.97
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_057,eu,perspective,0.469,RK300AS,RK300AS,True,1.0,191.13,20.79,211.92
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_057,eu,combined_hard,0.055,03,RK300AS,False,0.143,147.2,21.45,168.65
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_090,eu,clean,0.735,RK550AO,RK550AO,True,1.0,170.16,22.43,192.59
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_090,eu,motion_blur,0.886,KMA00,RK550AO,False,0.286,161.6,18.25,179.85
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_090,eu,defocus_blur,0.0,,RK550AO,False,0.0,152.91,20.91,173.82
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_090,eu,low_res,0.0,11H11,RK550AO,False,0.0,151.26,18.35,169.61
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_090,eu,noise,0.863,RK550AO,RK550AO,True,1.0,164.1,18.02,182.12
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_090,eu,jpeg_compression,0.8,RK550AO,RK550AO,True,1.0,143.14,20.18,163.32
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_090,eu,under_exposure,0.762,RK550AO,RK550AO,True,1.0,138.23,21.99,160.22
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_090,eu,over_exposure,0.762,RK550AO,RK550AO,True,1.0,157.79,20.76,178.55
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_090,eu,perspective,0.551,RK550AO,RK550AO,True,1.0,156.95,20.35,177.3
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_090,eu,combined_hard,0.908,FM25TAAD,RK550AO,False,0.143,151.01,17.37,168.38
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_008,eu,clean,0.897,LM298AI,LM298AI,True,1.0,122.68,21.19,143.87
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_008,eu,motion_blur,0.864,UB119U,LM298AI,False,0.0,161.7,16.91,178.6
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_008,eu,defocus_blur,0.0,,LM298AI,False,0.0,122.06,24.46,146.53
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_008,eu,low_res,0.855,H11,LM298AI,False,0.0,168.06,21.46,189.52
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_008,eu,noise,0.897,LM298AI,LM298AI,True,1.0,143.34,20.71,164.05
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_008,eu,jpeg_compression,0.868,LM298AI,LM298AI,True,1.0,173.03,20.6,193.63
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_008,eu,under_exposure,0.897,LM298AI,LM298AI,True,1.0,155.91,18.56,174.47
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_008,eu,over_exposure,0.868,LM298AI,LM298AI,True,1.0,137.28,17.6,154.88
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_008,eu,perspective,0.51,LM298AI,LM298AI,True,1.0,134.14,22.41,156.54
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_008,eu,combined_hard,0.889,,LM298AI,False,0.0,144.04,20.48,164.52
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_010,eu,clean,0.912,RK248AH,RK248AH,True,1.0,134.31,20.93,155.24
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_010,eu,motion_blur,0.878,KK1088H,RK248AH,False,0.429,137.62,17.19,154.82
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_010,eu,defocus_blur,0.0,C3,RK248AH,False,0.0,112.19,22.11,134.3
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_010,eu,low_res,0.0,FH1111H,RK248AH,False,0.143,134.76,23.36,158.12
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_010,eu,noise,0.941,RK248AH,RK248AH,True,1.0,158.69,21.01,179.7
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_010,eu,jpeg_compression,0.9,RK248AH,RK248AH,True,1.0,162.33,21.2,183.53
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_010,eu,under_exposure,0.905,RK248AH,RK248AH,True,1.0,110.27,22.43,132.7
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_010,eu,over_exposure,0.913,RK248AH,RK248AH,True,1.0,161.94,21.5,183.45
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_010,eu,perspective,0.328,RK248AH,RK248AH,True,1.0,118.17,17.6,135.78
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_010,eu,combined_hard,0.858,RNF798H,RK248AH,False,0.286,145.92,17.01,162.93
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_026,eu,clean,0.922,RK492AU,RK492AU,True,1.0,145.89,24.63,170.51
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_026,eu,motion_blur,0.899,KA552A,RK492AU,False,0.286,141.89,354.39,496.27
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_026,eu,defocus_blur,0.703,,RK492AU,False,0.0,522.03,63.54,585.57
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_026,eu,low_res,0.91,HH11,RK492AU,False,0.0,445.82,64.92,510.75
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_026,eu,noise,0.938,RK492AU,RK492AU,True,1.0,424.17,59.6,483.77
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_026,eu,jpeg_compression,0.875,RK492AU,RK492AU,True,1.0,472.44,76.7,549.14
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_026,eu,under_exposure,0.922,RK492AU,RK492AU,True,1.0,430.49,69.63,500.13
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_026,eu,over_exposure,0.922,RK492AU,RK492AU,True,1.0,439.15,70.16,509.31
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_026,eu,perspective,0.647,RK492AU,RK492AU,True,1.0,429.98,67.42,497.39
best-available (yolo-v9-s-608 + cct-s-v2),eu_test_026,eu,combined_hard,0.871,RAL10J,RK492AU,False,0.143,447.64,81.1,528.73
best-available (yolo-v9-s-608 + cct-s-v2),br_OYJ9557,br,clean,0.926,OYJ9557,OYJ9557,True,1.0,420.54,70.66,491.2
best-available (yolo-v9-s-608 + cct-s-v2),br_OYJ9557,br,motion_blur,0.938,CYJ9557,OYJ9557,False,0.857,460.84,61.48,522.31
best-available (yolo-v9-s-608 + cct-s-v2),br_OYJ9557,br,defocus_blur,0.93,OYJ9557,OYJ9557,True,1.0,418.66,62.67,481.32
best-available (yolo-v9-s-608 + cct-s-v2),br_OYJ9557,br,low_res,0.958,DYJ9557,OYJ9557,False,0.857,523.41,64.85,588.26
best-available (yolo-v9-s-608 + cct-s-v2),br_OYJ9557,br,noise,0.933,OYJ9557,OYJ9557,True,1.0,453.37,71.06,524.44
best-available (yolo-v9-s-608 + cct-s-v2),br_OYJ9557,br,jpeg_compression,0.895,OYJ9557,OYJ9557,True,1.0,413.61,67.31,480.92
best-available (yolo-v9-s-608 + cct-s-v2),br_OYJ9557,br,under_exposure,0.958,OYJ9557,OYJ9557,True,1.0,373.42,90.98,464.4
best-available (yolo-v9-s-608 + cct-s-v2),br_OYJ9557,br,over_exposure,0.941,OYJ9557,OYJ9557,True,1.0,579.09,167.87,746.96
best-available (yolo-v9-s-608 + cct-s-v2),br_OYJ9557,br,perspective,0.552,OYJ9557,OYJ9557,True,1.0,524.41,95.78,620.19
best-available (yolo-v9-s-608 + cct-s-v2),br_OYJ9557,br,combined_hard,0.97,OYJ9557,OYJ9557,True,1.0,529.03,139.51,668.54
best-available (yolo-v9-s-608 + cct-s-v2),br_JSG9648,br,clean,0.836,JSG9648,JSG9648,True,1.0,565.67,80.48,646.15
best-available (yolo-v9-s-608 + cct-s-v2),br_JSG9648,br,motion_blur,0.826,JSG9648,JSG9648,True,1.0,425.13,121.36,546.49
best-available (yolo-v9-s-608 + cct-s-v2),br_JSG9648,br,defocus_blur,0.85,JSG9648,JSG9648,True,1.0,651.55,93.98,745.54
best-available (yolo-v9-s-608 + cct-s-v2),br_JSG9648,br,low_res,0.872,JSG9648,JSG9648,True,1.0,890.15,87.14,977.29
best-available (yolo-v9-s-608 + cct-s-v2),br_JSG9648,br,noise,0.849,JSG9648,JSG9648,True,1.0,393.27,113.88,507.15
best-available (yolo-v9-s-608 + cct-s-v2),br_JSG9648,br,jpeg_compression,0.867,JSG9648,JSG9648,True,1.0,453.63,77.4,531.03
best-available (yolo-v9-s-608 + cct-s-v2),br_JSG9648,br,under_exposure,0.839,JSG9648,JSG9648,True,1.0,488.68,78.87,567.54
best-available (yolo-v9-s-608 + cct-s-v2),br_JSG9648,br,over_exposure,0.829,JSG9648,JSG9648,True,1.0,351.56,74.84,426.41
best-available (yolo-v9-s-608 + cct-s-v2),br_JSG9648,br,perspective,0.591,JSG9648,JSG9648,True,1.0,445.39,64.2,509.59
best-available (yolo-v9-s-608 + cct-s-v2),br_JSG9648,br,combined_hard,0.868,JSG9648,JSG9648,True,1.0,439.07,90.4,529.47
best-available (yolo-v9-s-608 + cct-s-v2),br_OKT3896,br,clean,0.806,OKT3896,OKT3896,True,1.0,382.5,60.9,443.4
best-available (yolo-v9-s-608 + cct-s-v2),br_OKT3896,br,motion_blur,0.818,OKT3896,OKT3896,True,1.0,355.24,64.65,419.89
best-available (yolo-v9-s-608 + cct-s-v2),br_OKT3896,br,defocus_blur,0.796,GKT3896,OKT3896,False,0.857,402.02,89.14,491.15
best-available (yolo-v9-s-608 + cct-s-v2),br_OKT3896,br,low_res,0.885,OKT3896,OKT3896,True,1.0,405.16,55.89,461.05
best-available (yolo-v9-s-608 + cct-s-v2),br_OKT3896,br,noise,0.773,OKT3896,OKT3896,True,1.0,391.39,65.28,456.67
best-available (yolo-v9-s-608 + cct-s-v2),br_OKT3896,br,jpeg_compression,0.785,OKT3896,OKT3896,True,1.0,576.21,79.27,655.48
best-available (yolo-v9-s-608 + cct-s-v2),br_OKT3896,br,under_exposure,0.798,OKT3896,OKT3896,True,1.0,533.61,79.57,613.18
best-available (yolo-v9-s-608 + cct-s-v2),br_OKT3896,br,over_exposure,0.79,OKT3896,OKT3896,True,1.0,392.75,61.87,454.62
best-available (yolo-v9-s-608 + cct-s-v2),br_OKT3896,br,perspective,0.685,OKT3896,OKT3896,True,1.0,432.18,84.94,517.11
best-available (yolo-v9-s-608 + cct-s-v2),br_OKT3896,br,combined_hard,0.83,OKT3896,OKT3896,True,1.0,423.01,80.78,503.79
best-available (yolo-v9-s-608 + cct-s-v2),br_OUP9563,br,clean,0.854,OUP9563,OUP9563,True,1.0,450.27,82.87,533.13
best-available (yolo-v9-s-608 + cct-s-v2),br_OUP9563,br,motion_blur,0.898,OUP9563,OUP9563,True,1.0,408.46,62.14,470.6
best-available (yolo-v9-s-608 + cct-s-v2),br_OUP9563,br,defocus_blur,0.868,OUP9563,OUP9563,True,1.0,444.94,77.61,522.55
best-available (yolo-v9-s-608 + cct-s-v2),br_OUP9563,br,low_res,0.904,OUP9563,OUP9563,True,1.0,432.59,66.58,499.17
best-available (yolo-v9-s-608 + cct-s-v2),br_OUP9563,br,noise,0.848,OUP9563,OUP9563,True,1.0,409.05,52.61,461.66
best-available (yolo-v9-s-608 + cct-s-v2),br_OUP9563,br,jpeg_compression,0.843,OUP9563,OUP9563,True,1.0,449.63,61.65,511.28
best-available (yolo-v9-s-608 + cct-s-v2),br_OUP9563,br,under_exposure,0.885,OUP9563,OUP9563,True,1.0,443.3,66.5,509.8
best-available (yolo-v9-s-608 + cct-s-v2),br_OUP9563,br,over_exposure,0.846,OUP9563,OUP9563,True,1.0,440.86,74.6,515.46
best-available (yolo-v9-s-608 + cct-s-v2),br_OUP9563,br,perspective,0.605,OUP9563,OUP9563,True,1.0,389.96,65.81,455.77
best-available (yolo-v9-s-608 + cct-s-v2),br_OUP9563,br,combined_hard,0.882,DUP9563,OUP9563,False,0.857,435.94,72.82,508.76
best-available (yolo-v9-s-608 + cct-s-v2),br_PJP2783,br,clean,0.738,PJP2783,PJP2783,True,1.0,489.41,69.47,558.88
best-available (yolo-v9-s-608 + cct-s-v2),br_PJP2783,br,motion_blur,0.755,PJP2783,PJP2783,True,1.0,435.2,69.91,505.1
best-available (yolo-v9-s-608 + cct-s-v2),br_PJP2783,br,defocus_blur,0.731,PJP2783,PJP2783,True,1.0,437.14,64.76,501.9
best-available (yolo-v9-s-608 + cct-s-v2),br_PJP2783,br,low_res,0.829,PJP2783,PJP2783,True,1.0,482.64,67.63,550.27
best-available (yolo-v9-s-608 + cct-s-v2),br_PJP2783,br,noise,0.697,PJP2783,PJP2783,True,1.0,443.48,63.83,507.31
best-available (yolo-v9-s-608 + cct-s-v2),br_PJP2783,br,jpeg_compression,0.757,PJP2783,PJP2783,True,1.0,431.39,74.9,506.3
best-available (yolo-v9-s-608 + cct-s-v2),br_PJP2783,br,under_exposure,0.761,PJP2783,PJP2783,True,1.0,429.44,78.37,507.81
best-available (yolo-v9-s-608 + cct-s-v2),br_PJP2783,br,over_exposure,0.719,PJP2783,PJP2783,True,1.0,415.06,75.54,490.6
best-available (yolo-v9-s-608 + cct-s-v2),br_PJP2783,br,perspective,0.601,PJP2783,PJP2783,True,1.0,415.28,69.34,484.62
best-available (yolo-v9-s-608 + cct-s-v2),br_PJP2783,br,combined_hard,0.762,PJP2783,PJP2783,True,1.0,391.57,52.87,444.44
best-available (yolo-v9-s-608 + cct-s-v2),br_PJJ4955,br,clean,0.878,PJJ4955,PJJ4955,True,1.0,427.63,82.36,509.99
best-available (yolo-v9-s-608 + cct-s-v2),br_PJJ4955,br,motion_blur,0.863,PJJ4955,PJJ4955,True,1.0,584.2,67.75,651.95
best-available (yolo-v9-s-608 + cct-s-v2),br_PJJ4955,br,defocus_blur,0.849,PJJ4955,PJJ4955,True,1.0,452.97,62.39,515.36
best-available (yolo-v9-s-608 + cct-s-v2),br_PJJ4955,br,low_res,0.891,PJJ4955,PJJ4955,True,1.0,422.21,69.57,491.78
best-available (yolo-v9-s-608 + cct-s-v2),br_PJJ4955,br,noise,0.861,PJJ4955,PJJ4955,True,1.0,411.49,66.48,477.96
best-available (yolo-v9-s-608 + cct-s-v2),br_PJJ4955,br,jpeg_compression,0.818,PJJ4955,PJJ4955,True,1.0,387.15,62.6,449.75
best-available (yolo-v9-s-608 + cct-s-v2),br_PJJ4955,br,under_exposure,0.873,PJJ4955,PJJ4955,True,1.0,418.83,61.14,479.96
best-available (yolo-v9-s-608 + cct-s-v2),br_PJJ4955,br,over_exposure,0.856,PJJ4955,PJJ4955,True,1.0,374.84,95.57,470.41
best-available (yolo-v9-s-608 + cct-s-v2),br_PJJ4955,br,perspective,0.588,PJJ4955,PJJ4955,True,1.0,577.09,63.94,641.03
best-available (yolo-v9-s-608 + cct-s-v2),br_PJJ4955,br,combined_hard,0.868,PJJ4955,PJJ4955,True,1.0,388.65,84.28,472.94
